date,mvrv,market_cap,price,supply
2015-11-05,1.33554498,5690464341.77832701888986713472,384.341222969024,14805761.13542978
2015-11-06,1.29585462,5523536982.4715438335212984705,372.975417884278,14809386.13542975
2015-11-07,1.33922357,5725363853.89403675595745727886,386.504550847458,14813186.13542967
2015-11-08,1.29084893,5517726529.27019271047611907625,372.400129748685,14816661.13541325
2015-11-09,1.31634235,5639092372.25823300460359169371,380.495644360023,14820386.13541277
2015-11-10,1.1732578,5008011574.29463962098898637794,337.830502337814,14824036.13539571
2015-11-11,1.07637834,4580771119.30263530343496896375,308.922185856225,14828236.13527895
2015-11-12,1.17484219,5006229106.1208287742953913716,337.522988603156,14832261.1352761
2015-11-13,1.17320189,5003958699.46065968031855367332,337.278958211572,14836261.13527581
2015-11-14,1.15846495,4942356322.47935839259211263287,333.047117475161,14839811.13527567
2015-11-15,1.113692,4748951129.8803292272767623407,319.928021624781,14843811.1352747
2015-11-16,1.15257372,4916703779.86136985906674615783,331.132725014611,14848136.13527453
2015-11-17,1.16708912,4987994385.31849678731994271274,335.849786090006,14851861.13526879
2015-11-18,1.16637111,4987714987.4399503626810386619,335.744504967855,14855686.13525778
2015-11-19,1.13381269,4847511550.50421628005228712871,326.232145528931,14859086.13525741
2015-11-20,1.11922908,4785085356.66609696488392023328,321.940475452951,14863261.13525728
2015-11-21,1.13292142,4845432243.69936376973804804975,325.905231151373,14867611.13524075
2015-11-22,1.12503742,4814289952.8340887662392487492,323.716966101695,14871911.13524056
2015-11-23,1.12274649,4805130309.64199482999421054383,323.012556341321,14875986.13524023
2015-11-24,1.11232756,4760988552.80135871430663546947,319.961356527177,14879886.13524011
2015-11-25,1.14323112,4896111301.83178181584620728864,328.960457334892,14883586.13523992
2015-11-26,1.23571942,5303923855.6286110534920807608,356.255292518995,14887986.13523984
2015-11-27,1.24471977,5349983844.88141193907517720576,359.268824371712,14891311.13515748
2015-11-28,1.23492724,5311127725.81787677610596649664,356.567322618352,14895161.13483732
2015-11-29,1.28597204,5538029394.1985771210473713138,371.707612507306,14898886.1348373
2015-11-30,1.30285581,5624216681.36600561145212219589,377.389839859731,14902936.13483719
2015-12-01,1.25175777,5404310416.07719615151481211256,362.532375803624,14907111.13482619
2015-12-02,1.2400996,5356414170.9545003602130395858,359.22240414962,14911136.13482609
2015-12-03,1.24663471,5387334794.28411815192481380852,361.210068088837,14914686.13482596
2015-12-04,1.25296246,5419024328.55515106620911164576,363.241631794272,14918511.13482583
2015-12-05,1.34032565,5810419099.21920234328790853852,389.362958796026,14922886.13479302
2015-12-06,1.35140208,5871020031.3332925131529045648,393.319129748685,14926861.13458208
2015-12-07,1.35604281,5902736521.56324064081639724172,395.346588252484,14930536.13452083
2015-12-08,1.41573376,6180046220.94439481934364928736,413.798660432496,14934911.13404066
2015-12-09,1.4230962,6239060888.9335939696132663716,417.632671244886,14939111.1340406
2015-12-10,1.4147374,6212880482.65344967654643784418,415.729924313267,14944511.13404054
2015-12-11,1.53766856,6784553388.9687749690828643468,453.86148012858,14948511.13394046
2015-12-12,1.47529212,6517159334.5286927006960854651,435.85572238457,14952561.13393043
2015-12-13,1.46917519,6496986520.3520537325198916366,434.403466393922,14956111.1339303
2015-12-14,1.49347951,6627592526.3773093752642854073,442.991689655173,14960986.1339301
2015-12-15,1.5607304,6953267162.99350250600668672762,464.617871712449,14965561.13385338
2015-12-16,1.52430436,6798347864.16586516718930245824,454.142492402104,14969636.13382056
2015-12-17,1.52913908,6831516735.29859670226378792196,456.240134611338,14973511.13382042
2015-12-18,1.54887254,6937324462.52480290814277560973,463.175769725307,14977736.13382039
2015-12-19,1.5407991,6912537068.06133915509499278744,461.399907948568,14981661.13382033
2015-12-20,1.47646827,6626025133.2922309606763503299,442.15399006429,14985786.13376031
2015-12-21,1.46115451,6560011593.06786746737006988824,437.640129456458,14989511.13376028
2015-12-22,1.45244997,6526092469.88712186515073603534,435.268379018118,14993261.13376013
2015-12-23,1.47498552,6638740303.75792999841261800617,442.665727060199,14997186.13375983
2015-12-24,1.51648924,6838470695.33943099093608297778,455.878713033314,15000636.13375977
2015-12-25,1.51327284,6837917946.8673789300510227485,455.718825832846,15004686.13375975
2015-12-26,1.39046843,6277070712.49288188378407043234,418.221531560491,15008961.13375974
2015-12-27,1.40524438,6346542709.36294259020934625369,422.705894506137,15014086.13375937
2015-12-28,1.39984175,6323313675.84092524028908507392,421.052879602572,15017861.13375936
2015-12-29,1.43330598,6479519118.38976775636658376478,431.340021332554,15021836.13375907
2015-12-30,1.41549314,6401715280.95762418750209097344,426.043646990064,15025961.13375896
2015-12-31,1.42597532,6457837561.22855967259705178379,429.677153419053,15029511.13374743
2016-01-01,1.44202141,6534464975.48893858739946109866,434.678006428989,15032886.13374194
2016-01-02,1.44085731,6532460051.4329831639824042183,434.439877264757,15036511.1337419
2016-01-03,1.42578556,6469306703.42350982184750895221,430.136180011689,15040136.13374189
2016-01-04,1.4358758,6521092888.510424102560120799,433.44897106955,15044661.13374178
2016-01-05,1.43257229,6511064277.77098089614989257444,432.669502630041,15048586.13374084
2016-01-06,1.42542709,6482611157.06596102860459962274,430.677869666862,15052111.13373527
2016-01-07,1.51365061,6913751592.74705013544515918474,459.208940093513,15055786.13373498
2016-01-08,1.49531085,6839314891.0103674150727030016,454.134423728814,15060111.1337344
2016-01-09,1.48063286,6776417115.36205356823290445824,449.845216247808,15063886.13373428
2016-01-10,1.47362064,6759323837.848950406626417024,448.580216247808,15068261.13373425
2016-01-11,1.4731839,6768055781.64148327761983470326,449.033059029807,15072511.13373418
2016-01-12,1.44857001,6660432982.86568847128729535409,441.768157218001,15076761.13373409
2016-01-13,1.41794151,6519443883.19155200888420616672,432.310645236704,15080461.13373393
2016-01-14,1.4098903,6483361597.0242751129174800084,429.823224722385,15083786.13373384
2016-01-15,1.21085056,5549288342.81603556647764290333,367.823199883109,15086836.13371737
2016-01-16,1.2771992,5856144324.16815753563422794216,388.071204558738,15090386.13371732
2016-01-17,1.25902054,5773246244.37815317619044994544,382.482086499123,15094161.13371728
2016-01-18,1.26741248,5810881380.7736104845686303576,384.865166569258,15098486.1336572
2016-01-19,1.24584593,5710926949.14656985718728440426,378.161725014611,15101811.13365166
2016-01-20,1.3822596,6353766326.38611677835727995003,420.622924168323,15105611.13365161
2016-01-21,1.34524409,6184105216.64278351048589214252,409.298459672706,15109036.13365142
2016-01-22,1.25973209,5758921327.79665883464118433723,381.046459380479,15113436.13364037
2016-01-23,1.27705234,5841116434.32844655851088663476,386.370602571596,15117911.13364031
